Step MaxReplicaForce MaxAtomForce GradV0 GradV1 GradVc EBF EBR RDT RD1 PE1 RD2 PE2 RDN PEN RDN PEN RDN PEN RDN PEN
1080 0.089392663 0.029754768 9.3691315e-15 2.7093415e-15 2.2300614 4.0487941 4.0487941 3.9635419 0 -4117.9513 0.19999656 -4116.9428 0.39999369 -4113.9025 0.60000648 -4113.9029 0.80000355 -4116.9425 1 -4117.9513
1090 0.089222625 0.024499067 9.3691315e-15 2.7093415e-15 2.2340025 4.0468794 4.0468794 3.9635414 0 -4117.9513 0.19999657 -4116.9459 0.39999366 -4113.9044 0.60000647 -4113.9048 0.80000352 -4116.9456 1 -4117.9513
1100 0.089056429 0.017304847 9.3691315e-15 2.7093415e-15 2.2378688 4.0449325 4.0449325 3.963541 0 -4117.9513 0.1999966 -4116.9491 0.39999359 -4113.9063 0.60000651 -4113.9067 0.80000347 -4116.9488 1 -4117.9513
1110 0.088874613 0.0056745588 9.3691315e-15 2.7716765e-15 2.2420522 4.0427152 4.0427152 3.9635406 0 -4117.9513 0.19999676 -4116.9526 0.39999351 -4113.9086 0.60000652 -4113.9089 0.80000329 -4116.9523 1 -4117.9513
1120 0.10018526 0.050761327 8.749558e-15 1.4559837e-15 2.2477977 4.0405731 4.0405731 3.9635446 0 -4117.9513 0.19999659 -4116.9561 0.39999423 -4113.9107 0.60000575 -4113.9111 0.80000342 -4116.9558 1 -4117.9513
1130 0.099472152 0.050039466 8.749558e-15 1.4559837e-15 2.2524259 4.0383834 4.0383834 3.9635444 0 -4117.9513 0.1999966 -4116.9596 0.39999488 -4113.9129 0.60000506 -4113.9133 0.80000339 -4116.9593 1 -4117.9513
1140 0.088405782 0.010205386 9.4044216e-15 1.4559837e-15 2.2561982 4.0361857 4.0361857 3.9635407 0 -4117.9513 0.19999678 -4116.963 0.39999556 -4113.9151 0.60000429 -4113.9155 0.80000317 -4116.9627 1 -4117.9513
1150 0.088228421 0.004814779 9.3696576e-15 2.1994502e-15 2.2603146 4.0338194 4.0338194 3.9635406 0 -4117.9513 0.19999675 -4116.9667 0.39999321 -4113.9174 0.60000659 -4113.9178 0.80000318 -4116.9664 1 -4117.9513
1160 0.088075635 0.014818282 9.3904772e-15 3.7149646e-15 2.2663272 4.0314087 4.0314087 3.9635409 0 -4117.9513 0.19999669 -4116.9704 0.39999481 -4113.9199 0.60000487 -4113.9202 0.80000318 -4116.9701 1 -4117.9513
1170 0.13076265 0.077967713 1.058339e-14 6.3502631e-15 2.2717714 4.0290602 4.0290602 3.9635498 0 -4117.9513 0.19999605 -4116.9742 0.39999271 -4113.9222 0.60000672 -4113.9226 0.80000371 -4116.9739 1 -4117.9513
1180 0.08772216 0.010876282 1.258785e-14 7.1157754e-15 2.2756556 4.0263963 4.0263963 3.9635408 0 -4117.9513 0.19999647 -4116.978 0.39998923 -4113.9249 0.60001 -4113.9253 0.80000322 -4116.9777 1 -4117.9513
1190 0.089744502 0.038714428 8.8052734e-15 7.2425679e-15 2.2809886 4.0242502 4.0242502 3.9635428 0 -4117.9513 0.19999569 -4116.9813 0.39999196 -4113.927 0.60000714 -4113.9274 0.80000391 -4116.981 1 -4117.9513
1200 0.087389044 0.0024177973 6.4069331e-15 7.0905376e-15 2.2854827 4.021744 4.021744 3.9635406 0 -4117.9513 0.19999631 -4116.9851 0.39999575 -4113.9295 0.60000334 -4113.9299 0.80000322 -4116.9848 1 -4117.9513
1210 0.087168617 0.0064955673 1.0310132e-14 1.1658807e-14 2.2921795 4.0184008 4.0184008 3.9635406 0 -4117.9513 0.19999837 -4116.9901 0.40000133 -4113.9329 0.6000057 -4113.9333 0.80000315 -4116.9898 1 -4117.9513
1220 0.12691929 0.072220278 6.2022728e-15 1.0397776e-14 2.297338 4.0157472 4.0157472 3.9635446 0 -4117.9513 0.19999988 -4116.994 0.400002 -4113.9355 0.60000687 -4113.9359 0.80000384 -4116.9938 1 -4117.9513
1230 0.086887153 0.016090287 7.6336191e-15 1.0397776e-14 2.3013468 4.0137817 4.0137817 3.9635408 0 -4117.9513 0.20000036 -4116.9968 0.4000012 -4113.9375 0.60001091 -4113.938 0.80000484 -4116.9966 1 -4117.9513
1240 0.11019483 0.058907811 6.2247138e-15 1.0397776e-14 2.3061045 4.011372 4.011372 3.9635447 0 -4117.9513 0.2000003 -4117.0004 0.4 -4113.9399 0.60001175 -4113.9404 0.8000056 -4117.0001 1 -4117.9513
1250 0.12523115 0.072236803 6.2247138e-15 1.0397776e-14 2.3119305 4.0089435 4.0089435 3.9635477 0 -4117.9513 0.19999987 -4117.0039 0.40000078 -4113.9423 0.60000956 -4113.9428 0.80000594 -4117.0037 1 -4117.9513
1260 0.086402646 0.0035598566 6.2247138e-15 1.0397776e-14 2.3149361 4.0068893 4.0068893 3.9635406 0 -4117.9513 0.19999969 -4117.0067 0.39999964 -4113.9444 0.60000978 -4113.9449 0.80000573 -4117.0065 1 -4117.9513
1270 0.086270745 0.025388553 6.1650113e-15 7.329331e-15 2.3203203 4.0040511 4.0040511 3.9635415 0 -4117.9513 0.19999938 -4117.0107 0.39999795 -4113.9472 0.60000993 -4113.9477 0.80000528 -4117.0105 1 -4117.9513
1280 0.086094099 0.01247852 6.1650113e-15 7.329331e-15 2.3243335 4.0019244 4.0019244 3.9635408 0 -4117.9513 0.19999893 -4117.0137 0.39999765 -4113.9493 0.60000936 -4113.9498 0.80000522 -4117.0135 1 -4117.9513
1290 0.085932135 0.0099733562 6.14069e-15 7.229823e-15 2.3290329 3.9994306 3.9994306 3.9635407 0 -4117.9513 0.19999873 -4117.0172 0.399997 -4113.9518 0.60000908 -4113.9523 0.80000487 -4117.0169 1 -4117.9513
1300 0.085778532 0.0024006717 6.1650113e-15 7.229823e-15 2.3336282 3.9971035 3.9971035 3.9635406 0 -4117.9513 0.19999846 -4117.0204 0.39999618 -4113.9542 0.60000904 -4113.9546 0.80000467 -4117.0202 1 -4117.9513
1310 0.090960793 0.038350849 8.3091627e-15 6.4123185e-15 2.3388162 3.9940941 3.9940941 3.9635427 0 -4117.9513 0.19999801 -4117.0246 0.39999448 -4113.9572 0.60000925 -4113.9576 0.80000445 -4117.0243 1 -4117.9513
1320 0.08760875 0.034204601 8.3091627e-15 6.4123185e-15 2.3429358 3.9918276 3.9918276 3.9635424 0 -4117.9513 0.1999974 -4117.0277 0.39999574 -4113.9594 0.60000726 -4113.9599 0.80000457 -4117.0274 1 -4117.9513
1330 0.085309191 0.004825268 5.9744081e-15 6.3962508e-15 2.3472747 3.9895644 3.9895644 3.9635406 0 -4117.9513 0.19999739 -4117.0307 0.39999597 -4113.9617 0.60000658 -4113.9621 0.80000422 -4117.0304 1 -4117.9513
1340 0.14760534 0.091019973 4.4717823e-15 6.6621486e-15 2.3543696 3.986957 3.986957 3.9635533 0 -4117.9513 0.19999671 -4117.0344 0.39999451 -4113.9643 0.60000758 -4113.9648 0.8000046 -4117.0341 1 -4117.9513
1350 0.087887745 0.034100664 4.4717823e-15 6.6621486e-15 2.356232 3.9848516 3.9848516 3.9635423 0 -4117.9513 0.19999698 -4117.037 0.39999444 -4113.9664 0.60000742 -4113.9669 0.80000416 -4117.0367 1 -4117.9513
1360 0.085264003 0.030402504 4.4717823e-15 6.6621486e-15 2.3599579 3.9827508 3.9827508 3.9635419 0 -4117.9513 0.19999695 -4117.0398 0.39999448 -4113.9685 0.60000715 -4113.969 0.80000404 -4117.0395 1 -4117.9513
1370 0.084799835 0.025366762 4.4717823e-15 6.6621486e-15 2.3636991 3.9806345 3.9806345 3.9635415 0 -4117.9513 0.19999696 -4117.0426 0.39999441 -4113.9706 0.60000701 -4113.9711 0.80000391 -4117.0423 1 -4117.9513
1380 0.084651495 0.019752165 4.4717823e-15 6.6621486e-15 2.3675911 3.9784787 3.9784787 3.9635411 0 -4117.9513 0.19999697 -4117.0454 0.39999429 -4113.9728 0.60000693 -4113.9732 0.80000378 -4117.0451 1 -4117.9513
1390 0.084486703 0.0025862714 4.4717823e-15 6.6621486e-15 2.3716006 3.9762105 3.9762105 3.9635406 0 -4117.9513 0.19999702 -4117.0483 0.39999401 -4113.9751 0.60000704 -4113.9755 0.80000362 -4117.048 1 -4117.9513
1400 0.084367532 0.028012432 4.4717823e-15 9.2373375e-15 2.3764979 3.9734633 3.9734633 3.9635417 0 -4117.9513 0.19999713 -4117.0519 0.3999944 -4113.9778 0.60000647 -4113.9782 0.80000341 -4117.0516 1 -4117.9513
1410 0.084232153 0.026344851 4.4717823e-15 9.2373375e-15 2.380523 3.9712641 3.9712641 3.9635416 0 -4117.9513 0.19999696 -4117.0547 0.3999948 -4113.98 0.60000593 -4113.9804 0.8000035 -4117.0544 1 -4117.9513
1420 0.084053503 0.0147254 4.3117176e-15 7.7164601e-15 2.3846921 3.9688326 3.9688326 3.9635409 0 -4117.9513 0.19999702 -4117.0578 0.3999952 -4113.9824 0.60000543 -4113.9829 0.80000337 -4117.0575 1 -4117.9513
1430 0.090000772 0.035789725 4.3117176e-15 7.7164601e-15 2.3895366 3.9662286 3.9662286 3.9635425 0 -4117.9513 0.19999696 -4117.0611 0.39999446 -4113.985 0.60000606 -4113.9855 0.80000336 -4117.0608 1 -4117.9513
1440 0.088816353 0.034045798 4.3117176e-15 7.7164601e-15 2.3933434 3.9640016 3.9640016 3.9635423 0 -4117.9513 0.19999685 -4117.0639 0.3999948 -4113.9873 0.60000563 -4113.9877 0.80000343 -4117.0636 1 -4117.9513
1450 0.083608393 0.0069332039 4.3117176e-15 7.7164601e-15 2.3970192 3.9616795 3.9616795 3.9635406 0 -4117.9513 0.19999691 -4117.0668 0.39999512 -4113.9896 0.60000523 -4113.99 0.80000331 -4117.0665 1 -4117.9513
1460 0.13122731 0.076277412 5.8048824e-15 8.1306904e-15 2.4036681 3.9585159 3.9585159 3.9635497 0 -4117.9513 0.19999679 -4117.0708 0.39999622 -4113.9927 0.60000406 -4113.9932 0.80000339 -4117.0705 1 -4117.9513
1470 0.086743553 0.030546485 5.434338e-15 7.9416279e-15 2.406518 3.9562977 3.9562977 3.963542 0 -4117.9513 0.1999965 -4117.0734 0.39999329 -4113.995 0.60000703 -4113.9954 0.80000367 -4117.0731 1 -4117.9513
1480 0.083179628 0.022418842 5.434338e-15 7.9416279e-15 2.4102533 3.9540154 3.9540154 3.9635413 0 -4117.9513 0.1999965 -4117.0762 0.39999444 -4113.9973 0.60000584 -4113.9977 0.80000367 -4117.0759 1 -4117.9513
1490 0.082997227 0.0050555919 4.015817e-15 8.0910758e-15 2.4140964 3.9513474 3.9513474 3.9635406 0 -4117.9513 0.19999682 -4117.0794 0.39999195 -4113.9999 0.60000824 -4114.0004 0.80000332 -4117.0791 1 -4117.9513
1500 0.084926988 0.027248696 5.434338e-15 8.2047831e-15 2.419255 3.9487344 3.9487344 3.9635417 0 -4117.9513 0.19999652 -4117.0825 0.39999429 -4114.0025 0.60000582 -4114.003 0.80000357 -4117.0823 1 -4117.9513
1510 0.082700304 0.012264569 4.8866184e-15 8.2047831e-15 2.4232256 3.9462316 3.9462316 3.9635408 0 -4117.9513 0.19999659 -4117.0855 0.39999451 -4114.005 0.60000557 -4114.0055 0.80000347 -4117.0853 1 -4117.9513
1520 0.1208228 0.066650206 4.8866184e-15 8.2017051e-15 2.4290254 3.9433162 3.9433162 3.9635474 0 -4117.9513 0.1999967 -4117.0891 0.39999388 -4114.0079 0.60000617 -4114.0084 0.80000334 -4117.0888 1 -4117.9513
1530 0.082386551 0.012253646 4.015817e-15 9.5391036e-15 2.431832 3.9409481 3.9409481 3.9635408 0 -4117.9513 0.19999676 -4117.0917 0.3999932 -4114.0103 0.60000681 -4114.0108 0.80000326 -4117.0915 1 -4117.9513
1540 0.082226205 0.0025874691 3.430455e-15 8.1668533e-15 2.4359449 3.938291 3.938291 3.9635406 0 -4117.9513 0.19999676 -4117.0948 0.39999344 -4114.013 0.60000652 -4114.0134 0.80000324 -4117.0946 1 -4117.9513
1550 0.085947294 0.02776096 4.8866184e-15 8.1803107e-15 2.4413374 3.9352972 3.9352972 3.9635418 0 -4117.9513 0.199997 -4117.0983 0.39999499 -4114.016 0.60000495 -4114.0164 0.80000298 -4117.0981 1 -4117.9513
1560 0.08192399 0.014915916 4.015817e-15 9.7696861e-15 2.4449975 3.9327673 3.9327673 3.9635409 0 -4117.9513 0.19999698 -4117.1012 0.39999287 -4114.0185 0.600007 -4114.019 0.80000298 -4117.1009 1 -4117.9513
1570 0.14527239 0.087405924 3.430455e-15 8.1803107e-15 2.4516307 3.9300379 3.9300379 3.9635524 0 -4117.9513 0.19999638 -4117.1045 0.39999407 -4114.0212 0.60000579 -4114.0217 0.80000356 -4117.1042 1 -4117.9513
1580 0.10312733 0.04887029 3.430455e-15 8.1803107e-15 2.453963 3.9276482 3.9276482 3.9635443 0 -4117.9513 0.19999661 -4117.1071 0.39999382 -4114.0236 0.60000603 -4114.0241 0.80000332 -4117.1068 1 -4117.9513
1590 0.081450712 0.0023045383 5.2949001e-15 9.623503e-15 2.4582482 3.9246787 3.9246787 3.9635406 0 -4117.9513 0.19999709 -4117.1104 0.39999663 -4114.0266 0.60000323 -4114.0271 0.80000283 -4117.1101 1 -4117.9513
1600 0.13316678 0.076453691 5.1970512e-15 1.1542128e-14 2.4651767 3.9209174 3.9209174 3.9635487 0 -4117.9513 0.19999663 -4117.1146 0.39999258 -4114.0303 0.60000836 -4114.0308 0.80000359 -4117.1144 1 -4117.9513
1610 0.13667806 0.079596296 7.1721519e-15 1.1414708e-14 2.4698067 3.9183393 3.9183393 3.96355 0 -4117.9513 0.19999647 -4117.1175 0.39999486 -4114.0329 0.60000634 -4114.0334 0.80000404 -4117.1173 1 -4117.9513
1620 0.095930236 0.040012427 7.1893172e-15 1.1414708e-14 2.4726561 3.9156979 3.9156979 3.963543 0 -4117.9513 0.19999694 -4117.1204 0.39999554 -4114.0356 0.60000566 -4114.036 0.80000365 -4117.1201 1 -4117.9513
1630 0.080798891 0.014464965 7.1119501e-15 1.1410894e-14 2.476463 3.9131231 3.9131231 3.9635409 0 -4117.9513 0.19999711 -4117.1231 0.39999412 -4114.0381 0.600007 -4114.0386 0.80000349 -4117.1229 1 -4117.9513
1640 0.080634781 0.0025101211 7.1119501e-15 1.1410894e-14 2.480949 3.9103673 3.9103673 3.9635406 0 -4117.9513 0.19999713 -4117.1261 0.39999408 -4114.0409 0.60000688 -4114.0414 0.80000342 -4117.1259 1 -4117.9513
1650 0.083879403 0.022154358 6.8527684e-15 1.3631928e-14 2.4856168 3.9072057 3.9072057 3.9635413 0 -4117.9513 0.1999971 -4117.1295 0.39999362 -4114.0441 0.60000715 -4114.0445 0.80000337 -4117.1293 1 -4117.9513
1660 0.083577185 0.021440846 7.0644281e-15 1.3451266e-14 2.4896188 3.9046661 3.9046661 3.9635413 0 -4117.9513 0.19999674 -4117.1322 0.39999453 -4114.0466 0.60000615 -4114.0471 0.80000367 -4117.132 1 -4117.9513
1670 0.28299842 0.19179531 1.2453175e-14 1.4030775e-14 2.5027255 3.9009939 3.9009939 3.9635938 0 -4117.9513 0.19999517 -4117.1368 0.39999315 -4114.0503 0.60000758 -4114.0509 0.80000512 -4117.1366 1 -4117.9513
1680 0.13743525 0.079811389 1.0116931e-14 1.1499287e-14 2.5013314 3.8978335 3.8978335 3.9635504 0 -4117.9513 0.19999576 -4117.1395 0.39999317 -4114.0534 0.6000064 -4114.0539 0.80000417 -4117.1393 1 -4117.9513
1690 0.086991874 0.026743889 1.0116931e-14 1.1604948e-14 2.5046731 3.8949121 3.8949121 3.9635417 0 -4117.9513 0.19999639 -4117.1425 0.39999488 -4114.0564 0.60000472 -4114.0568 0.80000345 -4117.1422 1 -4117.9513
1700 0.079972504 0.010744115 1.0116931e-14 1.1597838e-14 2.5085646 3.892236 3.892236 3.9635407 0 -4117.9513 0.1999966 -4117.1452 0.39999459 -4114.059 0.60000509 -4114.0595 0.80000322 -4117.145 1 -4117.9513
1710 0.079491119 0.0079447906 1.0116931e-14 1.1474267e-14 2.5125142 3.8894638 3.8894638 3.9635407 0 -4117.9513 0.19999675 -4117.148 0.39999398 -4114.0618 0.60000575 -4114.0623 0.80000309 -4117.1478 1 -4117.9513
1720 0.079326691 0.0058225344 1.0116931e-14 1.1467363e-14 2.5167583 3.886431 3.886431 3.9635406 0 -4117.9513 0.19999695 -4117.1511 0.39999368 -4114.0648 0.60000606 -4114.0653 0.80000291 -4117.1509 1 -4117.9513
1730 0.11216658 0.056236176 1.0022641e-14 1.17518e-14 2.5220467 3.8832136 3.8832136 3.9635456 0 -4117.9513 0.19999695 -4117.1545 0.39999594 -4114.0681 0.60000383 -4114.0685 0.80000292 -4117.1542 1 -4117.9513
1740 0.084648248 0.021334216 1.0141725e-14 1.1857533e-14 2.5252945 3.880727 3.880727 3.9635413 0 -4117.9513 0.19999681 -4117.1569 0.39999294 -4114.0705 0.60000676 -4114.071 0.80000304 -4117.1566 1 -4117.9513
1750 0.079188958 0.0022797002 1.0141725e-14 1.1857533e-14 2.5290497 3.8779924 3.8779924 3.9635406 0 -4117.9513 0.19999675 -4117.1596 0.39999342 -4114.0733 0.60000629 -4114.0738 0.8000031 -4117.1594 1 -4117.9513
1760 0.08488579 0.021241825 9.0548553e-15 1.0094491e-14 2.5345384 3.8742704 3.8742704 3.9635413 0 -4117.9513 0.19999716 -4117.1633 0.39999347 -4114.077 0.60000601 -4114.0775 0.80000266 -4117.163 1 -4117.9513
1770 0.079607449 0.0033142955 8.2010389e-15 6.2712069e-15 2.5381754 3.8716408 3.8716408 3.9635406 0 -4117.9513 0.1999969 -4117.1658 0.39999345 -4114.0796 0.60000598 -4114.0801 0.80000285 -4117.1656 1 -4117.9513
1780 0.079875776 0.0046553777 8.1649822e-15 6.3828008e-15 2.5425804 3.8686521 3.8686521 3.9635406 0 -4117.9513 0.1999969 -4117.1688 0.3999941 -4114.0826 0.60000543 -4114.0831 0.80000285 -4117.1685 1 -4117.9513
1790 0.080828662 0.0091322266 1.0626458e-14 6.2883586e-15 2.5475632 3.8651593 3.8651593 3.9635407 0 -4117.9513 0.19999698 -4117.1722 0.39999613 -4114.0861 0.60000346 -4114.0866 0.80000279 -4117.1719 1 -4117.9513
1800 0.082630986 0.014805102 8.9493066e-15 6.9590409e-15 2.5528355 3.8614733 3.8614733 3.9635409 0 -4117.9513 0.19999683 -4117.1757 0.3999929 -4114.0898 0.60000684 -4114.0903 0.800003 -4117.1754 1 -4117.9513
1810 0.092600686 0.032780987 9.0830998e-15 8.016568e-15 2.5565235 3.8587346 3.8587346 3.9635423 0 -4117.9513 0.19999668 -4117.1783 0.39999424 -4114.0925 0.60000557 -4114.093 0.80000319 -4117.1781 1 -4117.9513
1820 0.084978632 0.019792158 9.0830998e-15 8.016568e-15 2.5603141 3.8559855 3.8559855 3.9635412 0 -4117.9513 0.19999675 -4117.1809 0.39999464 -4114.0953 0.60000522 -4114.0958 0.80000315 -4117.1806 1 -4117.9513
1830 0.082261031 0.012585687 8.9317179e-15 8.016568e-15 2.5646114 3.8530476 3.8530476 3.9635408 0 -4117.9513 0.19999693 -4117.1836 0.39999394 -4114.0982 0.60000599 -4114.0987 0.800003 -4117.1834 1 -4117.9513
1840 0.081043872 0.0071732236 8.9317179e-15 8.016568e-15 2.5685504 3.8501808 3.8501808 3.9635406 0 -4117.9513 0.19999695 -4117.1863 0.39999384 -4114.1011 0.60000617 -4114.1016 0.80000301 -4117.186 1 -4117.9513
1850 0.11148046 0.054344593 8.9317179e-15 8.016568e-15 2.5730837 3.8470032 3.8470032 3.9635453 0 -4117.9513 0.19999687 -4117.1893 0.39999389 -4114.1043 0.60000615 -4114.1048 0.80000313 -4117.189 1 -4117.9513
1860 0.12399676 0.066433408 8.9317179e-15 8.016568e-15 2.5777094 3.8440285 3.8440285 3.9635476 0 -4117.9513 0.19999681 -4117.192 0.39999507 -4114.1072 0.60000499 -4114.1077 0.80000321 -4117.1918 1 -4117.9513
1870 0.080787996 0.0022403776 9.0924139e-15 9.9118069e-15 2.5804955 3.8412051 3.8412051 3.9635406 0 -4117.9513 0.1999971 -4117.1945 0.39999325 -4114.1101 0.60000683 -4114.1106 0.80000293 -4117.1943 1 -4117.9513
1880 0.11564291 0.057828603 1.0468485e-14 7.5478932e-15 2.5867713 3.8368393 3.8368393 3.9635453 0 -4117.9513 0.19999671 -4117.1985 0.39999112 -4114.1144 0.60001013 -4114.1149 0.80000356 -4117.1983 1 -4117.9513
1890 0.098317662 0.039195389 1.048423e-14 7.6588191e-15 2.5905798 3.8339505 3.8339505 3.9635429 0 -4117.9513 0.19999646 -4117.2011 0.39999499 -4114.1173 0.60000634 -4114.1178 0.80000411 -4117.2009 1 -4117.9513
1900 0.081438999 0.0042940558 1.0759533e-14 1.2504895e-14 2.5940651 3.8310293 3.8310293 3.9635406 0 -4117.9513 0.19999686 -4117.2036 0.39999362 -4114.1202 0.60000775 -4114.1208 0.80000379 -4117.2034 1 -4117.9513
1910 0.13001293 0.071540093 1.0051151e-14 7.5133669e-15 2.5991405 3.8278898 3.8278898 3.9635488 0 -4117.9513 0.19999652 -4117.2065 0.39999461 -4114.1234 0.60000648 -4114.1239 0.8000041 -4117.2063 1 -4117.9513
1920 0.10647343 0.048328417 1.0051151e-14 5.6197107e-15 2.6024914 3.8250072 3.8250072 3.9635443 0 -4117.9513 0.19999678 -4117.209 0.39999461 -4114.1263 0.60000627 -4114.1268 0.80000376 -4117.2088 1 -4117.9513
1930 0.091952572 0.02995425 9.8345946e-15 7.5133669e-15 2.6063501 3.8220995 3.8220995 3.963542 0 -4117.9513 0.199997 -4117.2115 0.39999588 -4114.1292 0.60000485 -4114.1297 0.80000346 -4117.2113 1 -4117.9513
1940 0.082178246 0.0062695711 7.1597962e-15 5.6197107e-15 2.6098352 3.8190723 3.8190723 3.9635406 0 -4117.9513 0.19999719 -4117.2141 0.39999452 -4114.1322 0.60000607 -4114.1327 0.80000318 -4117.2139 1 -4117.9513
1950 0.092325628 0.030171409 7.1597962e-15 5.6197107e-15 2.6139574 3.8160509 3.8160509 3.963542 0 -4117.9513 0.19999707 -4117.2167 0.39999396 -4114.1352 0.60000648 -4114.1357 0.80000322 -4117.2165 1 -4117.9513
1960 0.14217561 0.081760429 7.1597962e-15 7.5133669e-15 2.6187796 3.8130328 3.8130328 3.9635512 0 -4117.9513 0.19999667 -4117.2194 0.39999486 -4114.1382 0.60000549 -4114.1388 0.80000356 -4117.2192 1 -4117.9513
1970 0.082903458 0.0080141112 1.1287322e-14 7.5836435e-15 2.6225717 3.8092988 3.8092988 3.9635407 0 -4117.9513 0.19999735 -4117.2224 0.3999925 -4114.142 0.60000785 -4114.1425 0.80000283 -4117.2222 1 -4117.9513
1980 0.083498596 0.010160389 7.2054393e-15 7.4793982e-15 2.6264764 3.8062302 3.8062302 3.9635407 0 -4117.9513 0.19999686 -4117.225 0.39999403 -4114.145 0.60000639 -4114.1456 0.80000334 -4117.2248 1 -4117.9513
1990 0.1024785 0.042516179 2.3033936e-14 2.0733384e-14 2.6324106 3.8016382 3.8016382 3.963543 0 -4117.9513 0.19999768 -4117.2289 0.39999799 -4114.1496 0.60000231 -4114.1502 0.80000252 -4117.2287 1 -4117.9513
2000 0.097038589 0.035660334 1.0196473e-14 9.8638291e-15 2.6363069 3.7985153 3.7985153 3.9635424 0 -4117.9513 0.19999694 -4117.2315 0.3999951 -4114.1528 0.60000695 -4114.1533 0.80000381 -4117.2312 1 -4117.9513
2010 0.086963747 0.018950403 7.4049808e-15 9.7163545e-15 2.6398201 3.7955102 3.7955102 3.9635411 0 -4117.9513 0.1999971 -4117.2339 0.39999524 -4114.1558 0.60000669 -4114.1563 0.80000384 -4117.2337 1 -4117.9513
2020 0.083086824 0.0051643962 7.3337388e-15 9.7156297e-15 2.643589 3.7924847 3.7924847 3.9635406 0 -4117.9513 0.19999726 -4117.2364 0.39999514 -4114.1588 0.60000651 -4114.1593 0.80000365 -4117.2362 1 -4117.9513
2030 0.12112588 0.062167539 7.4250323e-15 8.9657975e-15 2.6481946 3.7892818 3.7892818 3.9635467 0 -4117.9513 0.19999706 -4117.239 0.39999461 -4114.162 0.60000676 -4114.1625 0.80000375 -4117.2388 1 -4117.9513
2040 0.083897896 0.0085411542 1.3125373e-14 1.1361983e-14 2.6516228 3.7859761 3.7859761 3.9635407 0 -4117.9513 0.19999751 -4117.2416 0.39999457 -4114.1653 0.60000656 -4114.1658 0.80000318 -4117.2414 1 -4117.9513
2050 0.12427994 0.065010459 7.461619e-15 1.0491724e-14 2.656384 3.782621 3.782621 3.9635473 0 -4117.9513 0.19999716 -4117.2444 0.39999412 -4114.1686 0.60000681 -4114.1692 0.80000341 -4117.2441 1 -4117.9513
2060 0.10404953 0.043777194 7.3198334e-15 1.0492788e-14 2.6596851 3.7794754 3.7794754 3.9635437 0 -4117.9513 0.19999714 -4117.2468 0.39999578 -4114.1718 0.600005 -4114.1723 0.80000334 -4117.2466 1 -4117.9513
2070 0.10005514 0.03881015 7.3198334e-15 1.0492788e-14 2.6633348 3.7764454 3.7764454 3.963543 0 -4117.9513 0.19999711 -4117.2492 0.39999569 -4114.1748 0.60000499 -4114.1754 0.8000033 -4117.249 1 -4117.9513
2080 0.085545466 0.013150735 6.2485356e-15 9.1042919e-15 2.6674942 3.7728795 3.7728795 3.9635408 0 -4117.9513 0.19999745 -4117.2519 0.39999188 -4114.1784 0.60000868 -4114.1789 0.8000029 -4117.2517 1 -4117.9513
2090 0.15615403 0.092679878 6.5520953e-15 1.3420101e-14 2.6737295 3.7691314 3.7691314 3.9635545 0 -4117.9513 0.1999966 -4117.255 0.39999571 -4114.1821 0.60000474 -4114.1827 0.80000368 -4117.2548 1 -4117.9513
2100 0.086218621 0.014367908 7.5466469e-15 1.0724539e-14 2.6755184 3.7661686 3.7661686 3.9635409 0 -4117.9513 0.19999711 -4117.2572 0.39999499 -4114.1851 0.60000543 -4114.1857 0.80000313 -4117.2569 1 -4117.9513
2110 0.0851052 0.010113762 7.5466469e-15 1.0724539e-14 2.6792142 3.7630151 3.7630151 3.9635407 0 -4117.9513 0.19999714 -4117.2596 0.39999444 -4114.1883 0.60000592 -4114.1888 0.80000308 -4117.2594 1 -4117.9513
2120 0.11910744 0.059301337 7.5521318e-15 1.0530016e-14 2.6835245 3.7596421 3.7596421 3.9635462 0 -4117.9513 0.19999701 -4117.2622 0.39999382 -4114.1916 0.6000065 -4114.1922 0.80000318 -4117.262 1 -4117.9513
2130 0.13136289 0.070979541 7.5466469e-15 1.0530016e-14 2.6875772 3.7564872 3.7564872 3.9635487 0 -4117.9513 0.19999674 -4117.2646 0.39999475 -4114.1948 0.60000556 -4114.1953 0.80000343 -4117.2644 1 -4117.9513
2140 0.1053586 0.044664996 7.5466469e-15 1.0530016e-14 2.6906431 3.7533105 3.7533105 3.9635437 0 -4117.9513 0.19999701 -4117.2669 0.39999562 -4114.198 0.60000466 -4114.1985 0.80000315 -4117.2667 1 -4117.9513
2150 0.09970506 0.037460596 7.5466469e-15 1.0530016e-14 2.6941084 3.7501999 3.7501999 3.9635428 0 -4117.9513 0.19999703 -4117.2692 0.39999561 -4114.2011 0.60000462 -4114.2016 0.80000311 -4117.269 1 -4117.9513
